6108	HTPX_PYRFU|3.4.24.-	1.9e-145	1314	289	289	289	87.9
6108	HTPX_THESM|3.4.24.-	2.1e-104	960	289	292	295	66.8
6108	HTPX_THEGJ|3.4.24.-	2.4e-103	951	289	291	288	67.7
6108	HTPX_THEKO|3.4.24.-	1.1e-89	833	289	290	290	61.0
6108	HTPX_METJA|3.4.24.-	2.2e-77	727	289	284	285	55.4
6108	HTPX1_METAC|3.4.24.-	8.5e-69	653	289	286	278	54.0
6108	HTPX1_METMA|3.4.24.-	3.6e-67	639	289	287	279	51.6
5367	DTDA_PYRCJ|3.1.1.96	2.6e-143	1295	251	251	251	100.0
5367	DTDA_PYRAE|3.1.1.96	1.3e-97	901	251	251	252	64.7
5367	DTDA_PYRIL|3.1.1.96	1.3e-97	901	251	252	252	63.9
5367	DTDA_PYRNV|3.1.1.96	1.2e-95	884	251	252	253	64.4
5367	DTDA_PYRAR|3.1.1.96	2.4e-91	847	251	252	252	61.1
9735	LPLA_AERPE|6.3.1.20	6.8e-150	1352	264	264	264	100.0
1054	DMRX_METMA|1.5.99.15	1.0e-136	1238	239	239	239	100.0
6092	HTPX1_METMA|3.4.24.-	2.4e-140	1270	287	287	287	100.0
6092	HTPX1_METAC|3.4.24.-	2.7e-123	1123	287	286	287	86.1
6092	HTPX_PYRFU|3.4.24.-	5.8e-70	663	287	289	279	52.7
6092	HTPX_THESM|3.4.24.-	9.9e-70	661	287	292	280	59.6
6092	HTPX_PYRHO|3.4.24.-	4.6e-67	638	287	289	279	50.9
6092	HTPX_PYRAB|3.4.24.-	6.0e-67	637	287	289	279	51.6
3410	RIFK_HYPBU|2.7.1.161	6.5e-89	824	149	149	149	100.0
7064	HERA_SULTO|3.6.4.12	8.9e-276	2440	495	495	495	100.0
7064	HERA_SULAC|3.6.4.12	2.9e-210	1875	495	495	495	72.3
7064	HERA_SACS2|3.6.4.12	4.0e-183	1641	495	500	483	64.8
5268	RTCB_PYRFU|3.1.-.-	0.0e+00	5002	970	970	970	100.0
5268	RTCB_PYRAB|3.1.-.-	0.0e+00	4080	970	916	962	81.7
5268	RTCB_PYRHO|3.1.-.-	0.0e+00	3794	970	871	962	76.4
5268	RTCB_METKA|3.1.-.-	0.0e+00	3111	970	988	985	60.4
5268	RTCB_METJA|3.1.-.-	1.0e-299	2649	970	968	972	55.2
5268	RTCB_THEKO|6.5.1.8	2.1e-196	1758	970	482	385	86.5
5268	RTCB_THEKO|6.5.1.8	1.3e-49	492	970	482	96	94.8
5268	RTCB_METTH|6.5.1.8	6.4e-145	1314	970	482	385	64.7
5268	RTCB_ARCFU|6.5.1.8	3.2e-144	1308	970	482	384	63.5
5268	RTCB_ARCFU|6.5.1.8	1.3e-17	216	970	482	90	50.0
5268	RTCB_AERPE|6.5.1.8	2.1e-143	1301	970	481	386	65.5
5268	RTCB_AERPE|6.5.1.8	9.2e-35	364	970	481	144	59.0
5268	RTCB_METMP|6.5.1.8	9.9e-138	1252	970	480	488	51.2
5268	RTCB_METMP|6.5.1.8	3.3e-24	273	970	480	98	57.1
5268	RTCB_PYRAE|6.5.1.8	4.8e-132	1203	970	484	388	60.3
5268	RTCB_PYRAE|6.5.1.8	3.9e-33	350	970	484	121	59.5
5268	RTCB_NANEQ|6.5.1.8	2.1e-124	1137	970	477	386	57.0
5268	RTCB_NANEQ|6.5.1.8	1.7e-28	310	970	477	122	51.6
828	CBIJ_METMI|1.3.1.106	1.6e-137	1245	248	248	248	100.0
828	CBIJ_METJA|1.3.1.106	6.2e-68	645	248	249	250	52.4
5111	FEN_METAR|3.1.-.-	1.7e-193	1729	340	340	340	100.0
5111	FEN_METAC|3.1.-.-	8.9e-118	1076	340	338	341	61.0
5111	FEN_METBU|3.1.-.-	5.8e-117	1069	340	338	341	59.2
5111	FEN_METBF|3.1.-.-	2.9e-116	1063	340	338	341	59.5
5111	FEN_METMA|3.1.-.-	1.4e-115	1057	340	338	341	59.8
5111	FEN_ARCFU|3.1.-.-	1.1e-107	989	340	336	340	57.6
5111	FEN_METTP|3.1.-.-	1.7e-105	970	340	336	339	57.2
5111	FEN_THEKO|3.1.-.-	1.5e-101	936	340	340	342	55.0
5111	FEN_THEGJ|3.1.-.-	7.6e-101	930	340	339	342	54.4
5111	FEN_THEON|3.1.-.-	3.8e-100	924	340	341	342	55.0
5111	FEN_PYRAB|3.1.-.-	6.4e-100	922	340	343	342	54.7
5111	FEN_THESM|3.1.-.-	6.4e-100	922	340	340	343	55.4
5111	FEN_PYRHO|3.1.-.-	4.6e-98	906	340	343	342	52.9
5111	FEN_PYRFU|3.1.-.-	1.1e-96	894	340	340	342	53.2
5111	FEN_THEPD|3.1.-.-	6.9e-94	870	340	346	350	50.6
5111	FEN_IGNH4|3.1.-.-	1.5e-93	867	340	350	335	51.9
5111	FEN_STAMF|3.1.-.-	7.6e-93	861	340	350	351	51.6
5111	FEN_AERPE|3.1.-.-	5.4e-91	845	340	350	349	50.1
5111	FEN_NANEQ|3.1.-.-	7.8e-90	835	340	339	343	51.3
5111	FEN_THEVO|3.1.-.-	2.0e-85	797	340	335	332	50.9
5111	FEN_THEAC|3.1.-.-	1.2e-82	773	340	336	323	50.2
5111	FEN_PYRCJ|3.1.-.-	1.0e-81	765	340	346	354	50.6
5102	FEN_HALMA|3.1.-.-	9.6e-186	1662	326	326	326	100.0
5102	FEN_NATPD|3.1.-.-	3.3e-138	1252	326	328	327	74.0
5102	FEN_HALS3|3.1.-.-	2.0e-127	1159	326	327	326	68.1
5102	FEN_HALSA|3.1.-.-	2.0e-127	1159	326	327	326	68.1
5102	FEN_HALWD|3.1.-.-	1.7e-126	1151	326	326	325	68.3
5996	AMZA_THEKO|3.4.-.-	1.9e-106	976	186	186	186	100.0
5996	AMZA_PYRFU|3.4.-.-	7.9e-52	505	186	192	180	53.3
5996	AMZA_PYRAB|3.4.-.-	2.8e-49	483	186	188	182	51.1
5996	AMZA_PYRHO|3.4.-.-	7.7e-47	462	186	188	160	55.6
5996	AMZA_SULAC|3.4.-.-	5.7e-26	282	186	177	102	52.0
5256	PELO_THEKO|3.1.-.-	3.7e-199	1778	357	357	357	100.0
5256	PELO_THEON|3.1.-.-	9.5e-187	1671	357	357	357	91.6
5256	PELO_THEGJ|3.1.-.-	1.7e-180	1617	357	357	357	88.2
5256	PELO_PYRHO|3.1.-.-	2.9e-159	1434	357	356	357	76.5
5256	PELO_PYRFU|3.1.-.-	4.6e-157	1415	357	356	357	74.5
5256	PELO_PYRAB|3.1.-.-	1.4e-153	1385	357	356	356	73.3
8062	HIS6_METLZ|4.3.2.10	2.0e-152	1374	268	268	268	100.0
8062	HIS6_METMJ|4.3.2.10	1.4e-113	1039	268	268	268	72.8
8062	HIS6_METB6|4.3.2.10	6.8e-113	1033	268	268	268	73.1
8062	HIS6_METPE|4.3.2.10	1.6e-109	1004	268	268	268	72.8
8062	HIS6_METHJ|4.3.2.10	1.1e-107	988	268	271	267	71.2
8062	HIS6_ARCFU|4.3.2.10	7.5e-96	886	268	271	270	63.3
8062	HIS6_METBU|4.3.2.10	1.2e-90	841	268	273	272	60.3
8062	HIS6_METAC|4.3.2.10	2.8e-90	838	268	273	272	61.4
8062	HIS6_METBF|4.3.2.10	4.7e-90	836	268	273	272	61.0
8062	HIS6_METMA|4.3.2.10	4.7e-90	836	268	273	272	60.7
8062	HIS6_METJA|4.3.2.10	9.9e-88	816	268	272	271	57.2
8062	HIS6_METM5|4.3.2.10	3.8e-87	811	268	272	276	57.6
8062	HIS6_METM7|4.3.2.10	3.8e-87	811	268	272	270	57.4
8062	HIS6_METAR|4.3.2.10	6.4e-87	809	268	273	271	59.0
8062	HIS6_METMP|4.3.2.10	8.4e-87	808	268	272	270	57.4
8062	HIS6_METM6|4.3.2.10	6.0e-85	792	268	272	274	57.7
8062	HIS6_METVS|4.3.2.10	1.5e-83	780	268	272	272	55.9
8062	HIS6_META3|4.3.2.10	7.3e-83	774	268	275	274	53.6
8062	HIS6_METTH|4.3.2.10	2.4e-81	761	268	274	274	56.6
8062	HIS6_IGNH4|4.3.2.10	1.2e-80	755	268	255	267	56.2
8062	HIS6_METST|4.3.2.10	1.3e-79	746	268	274	273	54.6
8062	HIS6_METKA|4.3.2.10	6.0e-77	723	268	272	270	51.9
8062	HIS6_NITMS|4.3.2.10	3.0e-76	717	268	266	266	50.0
8062	HIS6_THEON|4.3.2.10	1.9e-75	710	268	252	266	51.5
8062	HIS6_THEGJ|4.3.2.10	3.1e-73	691	268	252	266	50.4
4146	DNAG_NATPD|2.7.7.-	2.0e-222	1980	509	509	509	100.0
4146	DNAG_HALLT|2.7.7.-	1.0e-117	1077	509	505	509	59.5
4146	DNAG_HALMA|2.7.7.-	1.3e-117	1076	509	445	500	60.4
4146	DNAG_METAR|2.7.7.-	2.6e-89	832	509	481	260	63.8
4146	DNAG_METTP|2.7.7.-	7.6e-89	828	509	438	262	62.2
4146	DNAG_ARCFU|2.7.7.-	1.9e-87	816	509	399	262	60.7
4146	DNAG_METAC|2.7.7.-	1.3e-85	800	509	519	281	55.5
4146	DNAG_METMA|2.7.7.-	1.3e-85	800	509	522	262	58.0
4146	DNAG_PYRHO|2.7.7.-	1.3e-85	800	509	447	261	60.5
4146	DNAG_PYRFU|2.7.7.-	3.9e-85	796	509	447	261	60.2
4146	DNAG_METTH|2.7.7.-	5.1e-85	795	509	381	265	61.1
4146	DNAG_PYRAB|2.7.7.-	6.7e-85	794	509	447	261	60.2
4146	DNAG_METBF|2.7.7.-	1.6e-83	782	509	517	302	52.6
4146	DNAG_THEGJ|2.7.7.-	1.6e-83	782	509	450	261	58.2
4146	DNAG_THEON|2.7.7.-	2.8e-83	780	509	464	261	58.2
4146	DNAG_METS3|2.7.7.-	1.1e-82	775	509	419	265	57.7
4146	DNAG_METLZ|2.7.7.-	3.1e-82	771	509	434	273	58.2
4146	DNAG_THEKO|2.7.7.-	5.3e-82	769	509	464	261	57.5
4146	DNAG_METKA|2.7.7.-	3.8e-80	753	509	409	257	56.8
4146	DNAG_HALS3|2.7.7.-	7.1e-79	742	509	406	301	53.8
4146	DNAG_HALS3|2.7.7.-	1.4e-05	110	509	406	35	60.0
4146	DNAG_HALSA|2.7.7.-	7.1e-79	742	509	406	301	53.8
4146	DNAG_HALSA|2.7.7.-	1.4e-05	110	509	406	35	60.0
4146	DNAG_METHJ|2.7.7.-	1.6e-78	739	509	440	263	58.6
4146	DNAG_METM7|2.7.7.-	3.5e-78	736	509	439	261	55.2
4146	DNAG_THEVO|2.7.7.-	7.9e-78	733	509	444	263	55.1
4146	DNAG_METST|2.7.7.-	1.8e-77	730	509	444	270	55.2
3633	AROK_THEAC|2.7.1.71	4.8e-151	1362	268	268	268	100.0
3012	METK_METB6|2.5.1.6	5.9e-230	2044	400	400	400	100.0
3012	METK_METHJ|2.5.1.6	2.9e-160	1443	400	400	400	68.3
3012	METK_METBF|2.5.1.6	1.1e-143	1300	400	398	400	59.5
3012	METK_METMA|2.5.1.6	1.1e-143	1300	400	398	403	60.8
3012	METK_METAC|2.5.1.6	1.6e-142	1290	400	398	400	59.5
3012	METK_METBU|2.5.1.6	3.0e-133	1210	400	401	403	56.8
3012	METK_HALWD|2.5.1.6	1.6e-129	1178	400	401	399	56.1
3012	METK_ARCFU|2.5.1.6	3.5e-129	1175	400	399	397	55.7
3012	METK_METTH|2.5.1.6	1.0e-128	1171	400	401	401	53.6
3012	METK_METTM|2.5.1.6	2.2e-128	1168	400	401	401	53.6
3012	METK_METTP|2.5.1.6	1.1e-127	1162	400	399	400	55.0
3012	METK_HALMA|2.5.1.6	3.1e-122	1115	400	400	399	51.9
3012	METK_PYRFU|2.5.1.6	3.1e-122	1115	400	401	402	52.7
3012	METK_METS3|2.5.1.6	1.7e-120	1100	400	401	402	52.5
3012	METK_PYRAB|2.5.1.6	2.3e-120	1099	400	401	402	53.0
3012	METK_THEKO|2.5.1.6	2.9e-120	1098	400	405	400	52.0
3012	METK_HALS3|2.5.1.6	7.2e-119	1086	400	408	405	52.3
3012	METK_HALSA|2.5.1.6	7.2e-119	1086	400	408	405	52.3
3012	METK_THEON|2.5.1.6	7.2e-119	1086	400	405	400	52.5
3012	METK_PYRHO|2.5.1.6	2.8e-118	1081	400	401	402	51.2
3012	METK_THEGJ|2.5.1.6	8.0e-118	1077	400	405	400	52.0
3012	METK_NATPD|2.5.1.6	6.3e-115	1052	400	401	398	51.3
3012	METK_METVS|2.5.1.6	8.3e-115	1051	400	404	405	50.1
3012	METK_PICTO|2.5.1.6	7.0e-114	1043	400	402	399	51.4
3012	METK_METM5|2.5.1.6	1.6e-113	1040	400	405	407	50.1
3380	KPTA_PYRHO|2.7.1.-	1.0e-101	935	177	177	177	100.0
3380	KPTA_PYRFU|2.7.1.-	1.1e-87	814	177	183	176	83.0
3380	KPTA_PYRAB|2.7.1.-	1.3e-83	779	177	183	177	79.7
3380	KPTA_THEKO|2.7.1.-	1.0e-69	659	177	180	173	71.1
3380	KPTA_THEON|2.7.1.-	4.4e-68	645	177	180	173	69.4
7402	QUED_PYRAB|4.1.2.50	1.5e-88	821	157	157	157	100.0
7402	QUED_PYRHO|4.1.2.50	7.3e-67	634	157	157	151	74.2
2187	NAT_SACS2|2.3.1.258	1.4e-92	856	167	167	167	100.0
2187	NAT_SULTO|2.3.1.258	3.6e-72	680	167	167	167	77.8
2187	NAT_SULAC|2.3.1.258	2.5e-65	621	167	168	168	68.5
1866	GLYA_SULAC|2.1.2.-	2.2e-246	2186	433	433	433	100.0
1866	GLYA_SULTO|2.1.2.-	2.5e-205	1832	433	433	434	79.0
1866	GLYA_METS5|2.1.2.-	1.4e-187	1679	433	431	430	71.9
1866	GLYA_SULIM|2.1.2.-	5.2e-187	1674	433	433	430	74.2
1866	GLYA_SULIK|2.1.2.-	1.1e-186	1671	433	433	430	74.0
1866	GLYA_SULIA|2.1.2.-	4.1e-184	1649	433	433	430	73.5
1866	GLYA_SULIN|2.1.2.-	4.1e-184	1649	433	433	430	73.5
1866	GLYA_SACS2|2.1.2.-	2.0e-183	1643	433	433	431	72.9
1866	GLYA_SULIY|2.1.2.-	8.5e-182	1629	433	433	430	72.6
1866	GLYA_SULIL|2.1.2.-	1.9e-181	1626	433	433	430	72.3
1866	GLYA_HYPBU|2.1.2.-	1.3e-169	1524	433	438	413	68.8
1866	GLYA_AERPE|2.1.2.-	6.5e-166	1492	433	439	412	67.2
1866	GLYA_STAMF|2.1.2.-	1.5e-157	1420	433	439	410	65.4
1866	GLYA_PYRCJ|2.1.2.-	1.7e-126	1152	433	430	414	55.1
1866	GLYA_PYRAE|2.1.2.-	1.1e-125	1145	433	430	414	54.1
1866	GLYA_PYRIL|2.1.2.-	2.4e-123	1125	433	430	414	53.9
1866	GLYA_PYRNV|2.1.2.-	9.0e-123	1120	433	430	414	53.6
1866	GLYA_PYRAR|2.1.2.-	9.9e-122	1111	433	429	413	53.0
1866	GLYA_PYRHO|2.1.2.-	2.2e-121	1108	433	427	416	55.0
1866	GLYA_PYRAB|2.1.2.-	4.9e-121	1105	433	427	416	54.3
1866	GLYA_PYRFU|2.1.2.-	4.9e-121	1105	433	427	416	54.8
1866	GLYA_CALMQ|2.1.2.-	5.4e-120	1096	433	431	414	53.4
1866	GLYA_THEKO|2.1.2.-	7.8e-119	1086	433	431	422	53.3
1866	GLYA_THEGJ|2.1.2.-	3.9e-118	1080	433	427	422	52.8
1866	GLYA_THEON|2.1.2.-	6.6e-118	1078	433	427	411	53.8
5948	UDGA_ARCFU|3.2.2.27	6.4e-116	1058	199	199	199	100.0
5948	UDGA_SACS2|3.2.2.27	1.0e-57	556	199	216	200	50.0
5948	UDGA_SULTO|3.2.2.27	7.4e-56	540	199	220	199	52.3
5948	UDGA_PYRAE|3.2.2.27	5.9e-45	446	199	196	170	50.0
3335	DPCKG_METPE|2.7.1.-	2.9e-87	810	161	161	161	100.0
3335	DPCKG_METMJ|2.7.1.-	3.5e-48	473	161	161	158	59.5
3335	DPCKG_METLZ|2.7.1.-	9.3e-41	409	161	161	158	51.9
3335	DPCKG_METB6|2.7.1.-	7.9e-40	401	161	168	158	52.5
3335	DPCKG_METHJ|2.7.1.-	2.3e-39	397	161	172	158	50.6
6799	1A1D_PYRAB|3.5.99.7	1.3e-187	1678	330	330	330	100.0
6799	1A1D_PYRHO|3.5.99.7	5.2e-131	1190	330	325	329	67.8
6799	1A1D_PYRFU|3.5.99.7	6.8e-123	1120	330	329	329	63.8
1245	NEP1_PYRAB|2.1.1.-	3.3e-132	1199	232	232	232	100.0
1245	NEP1_PYRHO|2.1.1.-	2.4e-122	1114	232	229	229	90.8
1245	NEP1_PYRFU|2.1.1.-	9.1e-114	1040	232	223	222	88.3
1245	NEP1_THEON|2.1.1.-	1.6e-94	874	232	219	218	72.5
1245	NEP1_THEKO|2.1.1.-	3.6e-94	871	232	220	214	73.8
1245	NEP1_THESM|2.1.1.-	1.1e-90	841	232	220	218	68.8
2708	COXX1_PYRCJ|2.5.1.141	3.2e-121	1105	278	278	278	100.0
2708	COXX_PYRNV|2.5.1.141	2.9e-90	838	278	278	278	59.4
2708	COXX_PYRIL|2.5.1.141	7.8e-88	817	278	278	278	57.9
2708	COXX_PYRAR|2.5.1.141	5.6e-86	801	278	279	276	58.0
2708	COXX1_PYRAE|2.5.1.141	9.6e-86	799	278	278	278	66.2
2708	COXX2_PYRAE|2.5.1.141	2.1e-85	796	278	280	277	66.4
2708	COXX2_PYRCJ|2.5.1.141	3.3e-78	734	278	278	277	54.2
431	VHUG_METVO|1.12.99.-	2.5e-169	1520	287	287	287	100.0
431	VHUG_METJA|1.12.99.-	7.3e-121	1102	287	288	282	72.0
431	VHCG_METVO|1.12.99.-	2.1e-75	710	287	306	290	50.0
5519	FAU1_SULIL|3.1.26.-	4.8e-246	2183	424	424	424	100.0
5519	FAU1_SULIA|3.1.26.-	4.1e-245	2175	424	424	424	99.8
5519	FAU1_SULIK|3.1.26.-	4.1e-245	2175	424	424	424	99.8
5519	FAU1_SULIM|3.1.26.-	4.1e-245	2175	424	424	424	99.8
5519	FAU1_SULIY|3.1.26.-	4.5e-244	2166	424	424	424	99.3
5519	FAU1_SACS2|3.1.26.-	3.6e-217	1934	424	424	423	87.5
5519	FAU1_SULAC|3.1.26.-	4.4e-122	1114	424	418	422	52.1
5519	FAU1_SULTO|3.1.26.-	2.2e-118	1082	424	412	404	52.0
5643	RFRNP_PYRAB|3.1.26.5	5.3e-110	1007	204	204	204	100.0
5643	RFRNP_PYRHO|3.1.26.5	1.8e-105	968	204	204	204	95.6
5643	RFRNP_PYRFU|3.1.26.5	6.3e-95	877	204	199	204	87.3
5643	RFRNP_THEON|3.1.26.5	4.7e-90	835	204	199	193	83.4
5643	RFRNP_THEKO|3.1.26.5	1.5e-88	822	204	198	194	83.0
1855	GLYA_PICTO|2.1.2.-	1.2e-257	2283	433	433	433	100.0
1855	GLYA_THEAC|2.1.2.-	7.0e-168	1509	433	426	422	64.7
1855	GLYA_THEVO|2.1.2.-	1.5e-165	1489	433	426	422	62.8
1855	GLYA_PYRFU|2.1.2.-	2.3e-110	1013	433	427	404	50.5
1855	GLYA_PYRAB|2.1.2.-	5.1e-110	1010	433	427	404	50.5
1855	GLYA_PYRHO|2.1.2.-	5.1e-110	1010	433	427	404	50.5
8069	HIS6_METPE|4.3.2.10	3.1e-150	1355	268	268	268	100.0
8069	HIS6_METB6|4.3.2.10	1.6e-122	1116	268	268	268	79.1
8069	HIS6_METMJ|4.3.2.10	2.4e-118	1080	268	268	268	78.4
8069	HIS6_METHJ|4.3.2.10	1.1e-110	1014	268	271	267	71.5
8069	HIS6_METLZ|4.3.2.10	2.3e-108	994	268	268	268	72.8
8069	HIS6_ARCFU|4.3.2.10	1.3e-92	858	268	271	271	61.6
8069	HIS6_METBF|4.3.2.10	2.5e-91	847	268	273	273	60.4
8069	HIS6_METAC|4.3.2.10	1.6e-90	840	268	273	273	61.2
8069	HIS6_METBU|4.3.2.10	3.6e-90	837	268	273	273	59.0
8069	HIS6_METMA|4.3.2.10	8.1e-90	834	268	273	273	59.7
8069	HIS6_METM6|4.3.2.10	1.2e-88	824	268	272	272	58.5
8069	HIS6_METAR|4.3.2.10	1.3e-87	815	268	273	272	58.5
8069	HIS6_METJA|4.3.2.10	1.7e-87	814	268	272	272	56.3
8069	HIS6_METM7|4.3.2.10	4.9e-87	810	268	272	272	57.7
8069	HIS6_METMP|4.3.2.10	7.1e-86	800	268	272	271	57.9
8069	HIS6_IGNH4|4.3.2.10	2.1e-85	796	268	255	267	60.3
8069	HIS6_METM5|4.3.2.10	4.6e-85	793	268	272	273	56.8
8069	HIS6_META3|4.3.2.10	8.6e-84	782	268	275	275	54.5
8069	HIS6_METVS|4.3.2.10	1.1e-83	781	268	272	272	55.5
8069	HIS6_METST|4.3.2.10	9.3e-78	730	268	274	275	52.7
8069	HIS6_METTH|4.3.2.10	1.6e-77	728	268	274	275	54.2
8069	HIS6_HALWD|4.3.2.10	4.6e-77	724	268	270	271	53.9
8069	HIS6_HALS3|4.3.2.10	6.0e-77	723	268	273	272	53.7
8069	HIS6_HALSA|4.3.2.10	6.0e-77	723	268	273	272	53.7
8069	HIS6_HALMA|4.3.2.10	1.7e-76	719	268	271	275	52.4
10113	GATB_METKA|6.3.5.-	1.3e-268	2378	461	461	461	100.0
10113	GATB_METTH|6.3.5.-	1.8e-145	1316	461	449	454	57.0
10113	GATB_METJA|6.3.5.-	1.2e-138	1257	461	472	471	53.1
10113	GATB_METS3|6.3.5.-	4.9e-135	1226	461	450	453	52.1
10113	GATB_METST|6.3.5.-	5.4e-134	1217	461	452	452	50.9
10582	Y2387_METMA|7.-.-.-	8.6e-279	2466	498	498	498	100.0
10582	Y1418_METAC|7.-.-.-	9.7e-214	1905	498	528	478	79.7
1109	HDRB1_METAC|1.8.7.3	3.6e-190	1700	314	314	314	100.0
5249	PELO_SULIL|3.1.-.-	8.8e-190	1697	344	344	344	100.0
5249	PELO_SULIN|3.1.-.-	8.8e-190	1697	344	344	344	100.0
5249	PELO_SULIY|3.1.-.-	8.8e-190	1697	344	344	344	100.0
5249	PELO_SULIK|3.1.-.-	3.3e-189	1692	344	344	344	99.7
5249	PELO_SULIM|3.1.-.-	3.3e-189	1692	344	344	344	99.7
5249	PELO_SULIA|3.1.-.-	2.2e-188	1685	344	344	344	99.4
5249	PELO_SACS2|3.1.-.-	8.3e-180	1611	344	344	344	92.4
5249	PELO_SULTO|3.1.-.-	1.2e-125	1144	344	341	345	64.6
5249	PELO_SULAC|3.1.-.-	3.5e-114	1045	344	342	344	56.7
5249	PELO_METS5|3.1.-.-	1.1e-112	1032	344	341	346	55.8
2592	THI4_SULIA|2.4.2.59	5.7e-144	1301	267	267	267	100.0
2592	THI4_SULIK|2.4.2.59	5.7e-144	1301	267	267	267	100.0
2592	THI4_SULIL|2.4.2.59	5.7e-144	1301	267	267	267	100.0
2592	THI4_SULIY|2.4.2.59	5.7e-144	1301	267	267	267	100.0
2592	THI4_SULIM|2.4.2.59	1.7e-143	1297	267	267	267	99.6
2592	THI4_SULIN|2.4.2.59	4.8e-143	1293	267	267	267	99.6
2592	THI4_SACS2|2.4.2.59	5.3e-142	1284	267	267	266	98.9
2592	THI4_SULAC|2.4.2.59	4.7e-122	1112	267	265	261	83.5
2592	THI4_SULTO|2.4.2.59	3.0e-121	1105	267	266	258	85.3
2592	THI4_METS5|2.4.2.59	2.7e-117	1071	267	271	258	82.6
2592	THI4_ARCFU|2.4.2.59	5.4e-86	801	267	260	260	61.9
2592	THI4_PYRAR|2.4.2.59	1.1e-81	764	267	261	251	62.5
